customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00543,Male,0,Yes,Yes,63,DSL,Month-to-month,Yes,Mailed check,70.84,4462.92,No
CUST-00544,Female,0,Yes,No,42,DSL,Month-to-month,No,Mailed check,44.4,1876.72,No
CUST-00545,Male,0,No,No,59,Fiber optic,Month-to-month,Yes,Bank transfer,104.27,6151.93,No
CUST-00546,Male,0,No,Yes,61,Fiber optic,Month-to-month,No,Credit card,21.62,1360.73,No
CUST-00547,Female,0,Yes,No,61,No,One year,Yes,Credit card,75.07,4579.27,No
CUST-00548,Female,0,Yes,Yes,29,DSL,Month-to-month,Yes,Bank transfer,91.61,2656.69,Yes
CUST-00549,Female,1,Yes,Yes,27,No,Month-to-month,No,Mailed check,46.56,1257.12,No
CUST-00550,Female,0,Yes,No,70,No,Month-to-month,Yes,Mailed check,106.08,7425.6,No
CUST-00551,Male,0,Yes,No,54,Fiber optic,Month-to-month,Yes,Bank transfer,42.51,2385.45,Yes
CUST-00552,Female,0,No,Yes,66,DSL,Month-to-month,No,Mailed check,103.67,6946.4,Yes
CUST-00553,Male,0,No,Yes,41,Fiber optic,Month-to-month,No,Mailed check,26.01,1071.05,Yes
CUST-00554,Female,0,No,Yes,66,DSL,Month-to-month,Yes,Credit card,34.31,2264.46,No
CUST-00555,Female,0,Yes,Yes,51,Fiber optic,One year,Yes,Bank transfer,56.86,2899.86,Yes
CUST-00556,Female,0,Yes,No,53,Fiber optic,Two year,Yes,Mailed check,105.11,5614.51,No
CUST-00557,Female,0,No,Yes,12,No,Month-to-month,No,Bank transfer,32.75,393.0,Yes
CUST-00558,Female,0,No,No,40,Fiber optic,One year,Yes,Mailed check,107.29,4303.48,No
CUST-00559,Female,0,No,Yes,52,Fiber optic,Two year,No,Electronic check,41.43,2154.36,No
CUST-00560,Female,0,Yes,Yes,54,Fiber optic,Two year,No,Credit card,64.16,3464.64,No
CUST-00561,Male,1,Yes,No,68,Fiber optic,One year,No,Mailed check,53.98,3670.64,No
CUST-00562,Male,0,No,No,23,No,Two year,No,Mailed check,30.05,705.82,No
CUST-00563,Male,0,No,Yes,21,DSL,Two year,No,Electronic check,114.32,2400.72,No
CUST-00564,Female,1,No,Yes,69,No,One year,Yes,Credit card,62.69,4348.2,No
CUST-00565,Male,0,Yes,Yes,71,No,Month-to-month,No,Bank transfer,88.41,6277.11,No
CUST-00566,Male,0,Yes,No,12,No,Month-to-month,No,Mailed check,76.68,926.53,Yes
CUST-00567,Male,0,Yes,Yes,27,Fiber optic,Month-to-month,No,Bank transfer,69.18,1937.06,Yes
CUST-00568,Female,0,Yes,Yes,68,No,Month-to-month,No,Mailed check,80.89,5500.52,No
CUST-00569,Female,1,Yes,No,14,DSL,Month-to-month,No,Mailed check,109.63,1580.81,Yes
CUST-00570,Female,1,No,No,56,Fiber optic,Month-to-month,Yes,Mailed check,89.33,5002.48,Yes
CUST-00571,Male,0,Yes,No,8,DSL,One year,Yes,Electronic check,72.31,578.48,No
CUST-00572,Male,0,No,Yes,12,DSL,One year,No,Credit card,83.81,1007.1,No
CUST-00573,Male,0,Yes,No,56,Fiber optic,Two year,Yes,Credit card,79.85,4567.77,No
CUST-00574,Male,1,No,Yes,43,DSL,Month-to-month,No,Credit card,62.18,2673.74,Yes
CUST-00575,Male,0,Yes,No,39,Fiber optic,Month-to-month,No,Mailed check,81.73,3187.47,Yes
CUST-00576,Female,0,Yes,Yes,61,No,One year,Yes,Credit card,63.24,3930.47,No
CUST-00577,Female,0,No,No,22,DSL,Two year,Yes,Mailed check,95.28,2096.16,No
CUST-00578,Female,0,No,Yes,36,Fiber optic,Two year,Yes,Credit card,116.83,4205.88,No
CUST-00579,Male,0,Yes,Yes,43,DSL,Two year,Yes,Electronic check,115.91,5000.72,No
CUST-00580,Male,1,No,No,53,Fiber optic,Two year,No,Mailed check,101.72,5400.39,Yes
CUST-00581,Female,0,Yes,Yes,23,Fiber optic,Month-to-month,No,Bank transfer,79.38,1904.03,Yes
CUST-00582,Male,0,No,No,45,Fiber optic,Month-to-month,No,Credit card,94.43,4271.77,Yes
CUST-00583,Male,0,No,No,32,Fiber optic,Month-to-month,Yes,Mailed check,36.16,1223.51,Yes
CUST-00584,Male,1,No,No,39,No,One year,Yes,Mailed check,66.86,2607.54,No
CUST-00585,Female,0,Yes,Yes,62,No,Two year,Yes,Credit card,44.25,2743.5,No
CUST-00586,Female,0,Yes,No,28,Fiber optic,Month-to-month,Yes,Mailed check,18.36,514.08,Yes
CUST-00587,Male,0,No,Yes,48,Fiber optic,One year,No,Bank transfer,116.61,5597.28,Yes
CUST-00588,Female,0,Yes,Yes,67,Fiber optic,Month-to-month,No,Mailed check,106.11,7133.55,Yes
CUST-00589,Female,0,No,Yes,54,DSL,Month-to-month,Yes,Electronic check,70.4,3801.6,Yes
CUST-00590,Female,1,Yes,Yes,71,No,Month-to-month,No,Mailed check,43.92,3118.32,Yes
CUST-00591,Female,0,Yes,Yes,42,DSL,Month-to-month,Yes,Bank transfer,88.68,3749.49,Yes
CUST-00592,Male,0,Yes,Yes,20,No,Two year,No,Electronic check,62.35,1247.0,No
CUST-00593,Female,0,Yes,Yes,71,DSL,Month-to-month,Yes,Electronic check,99.94,7134.27,Yes
CUST-00594,Male,1,Yes,Yes,46,DSL,Two year,Yes,Credit card,119.95,5517.7,Yes
CUST-00595,Female,0,Yes,Yes,17,No,One year,Yes,Electronic check,53.61,969.32,No
CUST-00596,Female,0,Yes,No,22,No,Month-to-month,Yes,Electronic check,42.93,944.46,Yes
CUST-00597,Female,0,Yes,Yes,18,No,Month-to-month,Yes,Bank transfer,45.27,846.46,Yes
CUST-00598,Female,1,No,No,60,No,Two year,No,Bank transfer,27.52,1660.18,No
CUST-00599,Female,1,No,No,6,Fiber optic,Month-to-month,No,Electronic check,58.19,386.34,Yes
CUST-00600,Female,0,No,Yes,53,DSL,Two year,No,Electronic check,19.78,1053.84,No
CUST-00601,Female,0,No,No,39,DSL,Month-to-month,Yes,Credit card,29.67,1157.13,Yes
CUST-00602,Female,0,Yes,Yes,5,Fiber optic,One year,No,Bank transfer,45.71,278.99,Yes
CUST-00603,Male,0,No,Yes,44,DSL,Two year,Yes,Bank transfer,34.31,1509.64,No
CUST-00604,Female,0,No,No,54,No,Month-to-month,Yes,Electronic check,92.68,5044.2,Yes
CUST-00605,Female,1,Yes,Yes,52,DSL,Month-to-month,No,Electronic check,28.77,1530.55,No
CUST-00606,Male,0,No,Yes,38,DSL,Two year,No,Electronic check,106.33,4040.54,No
CUST-00607,Female,0,No,Yes,24,DSL,Month-to-month,Yes,Credit card,40.55,973.2,Yes
CUST-00608,Female,0,No,Yes,11,DSL,Month-to-month,No,Credit card,29.08,352.65,Yes
CUST-00609,Female,0,Yes,Yes,0,DSL,Month-to-month,Yes,Bank transfer,19.03,0.0,Yes
CUST-00610,Female,0,No,No,25,Fiber optic,Month-to-month,Yes,Bank transfer,90.95,2320.57,Yes
CUST-00611,Male,0,No,Yes,45,DSL,One year,Yes,Electronic check,44.17,1987.65,No
CUST-00612,Female,0,No,No,2,Fiber optic,One year,Yes,Credit card,69.97,191.11,Yes
CUST-00613,Male,0,No,Yes,71,No,Month-to-month,Yes,Bank transfer,29.38,2107.15,No
CUST-00614,Female,0,No,No,42,Fiber optic,Two year,No,Bank transfer,118.5,4991.4,No
CUST-00615,Female,0,Yes,No,21,Fiber optic,Month-to-month,Yes,Credit card,30.79,646.59,Yes
CUST-00616,Male,0,No,No,69,Fiber optic,Month-to-month,No,Electronic check,60.02,4153.0,Yes
CUST-00617,Male,0,Yes,No,13,DSL,One year,Yes,Mailed check,104.87,1422.95,Yes
CUST-00618,Male,0,Yes,Yes,68,DSL,Two year,Yes,Electronic check,42.98,2922.64,No
CUST-00619,Male,0,Yes,No,20,No,Month-to-month,No,Mailed check,45.23,931.16,Yes
CUST-00620,Male,0,No,Yes,27,Fiber optic,Month-to-month,No,Mailed check,100.47,2715.01,Yes
CUST-00621,Male,0,No,No,30,DSL,Month-to-month,No,Mailed check,45.88,1382.63,No
CUST-00622,Male,0,No,No,71,Fiber optic,Two year,Yes,Bank transfer,18.29,1384.76,No
CUST-00623,Male,0,Yes,No,18,No,Month-to-month,No,Mailed check,61.65,1169.79,Yes
CUST-00624,Female,1,No,Yes,70,Fiber optic,Month-to-month,Yes,Electronic check,19.28,1353.57,No
CUST-00625,Male,0,No,No,24,Fiber optic,One year,Yes,Electronic check,110.8,2669.92,Yes
CUST-00626,Male,0,No,No,20,No,Month-to-month,Yes,Bank transfer,83.46,1669.2,Yes
CUST-00627,Male,0,No,No,45,Fiber optic,Month-to-month,No,Bank transfer,77.47,3486.15,No
CUST-00628,Female,0,Yes,No,49,Fiber optic,Month-to-month,No,Credit card,38.56,1904.91,Yes
CUST-00629,Male,0,Yes,No,24,DSL,Month-to-month,No,Credit card,89.39,2187.89,Yes
CUST-00630,Female,0,No,No,9,DSL,Month-to-month,No,Electronic check,87.08,821.18,No
CUST-00631,Male,0,No,No,28,No,Two year,Yes,Bank transfer,24.17,676.76,No
CUST-00632,Male,0,Yes,Yes,38,Fiber optic,One year,Yes,Electronic check,107.85,4147.15,No
CUST-00633,Male,0,Yes,No,2,Fiber optic,One year,No,Electronic check,77.1,154.2,Yes
CUST-00634,Male,0,No,Yes,5,Fiber optic,Two year,No,Credit card,98.83,494.15,Yes
CUST-00635,Female,0,Yes,No,66,DSL,Month-to-month,No,Mailed check,44.82,3024.94,No
CUST-00636,Male,1,Yes,Yes,2,No,Month-to-month,No,Credit card,30.45,134.06,No
CUST-00637,Male,0,No,Yes,29,DSL,Two year,Yes,Electronic check,89.65,2613.04,No
CUST-00638,Female,0,Yes,Yes,55,No,Month-to-month,No,Bank transfer,98.98,5479.34,Yes
CUST-00639,Female,0,Yes,Yes,23,Fiber optic,One year,No,Mailed check,57.38,1358.11,No
CUST-00640,Female,0,No,Yes,35,DSL,One year,Yes,Credit card,20.42,784.49,Yes
CUST-00641,Female,0,No,Yes,6,DSL,Month-to-month,Yes,Bank transfer,101.46,645.16,Yes
CUST-00642,Female,0,Yes,Yes,57,No,Month-to-month,Yes,Credit card,39.02,2224.14,No
CUST-00643,Male,0,No,Yes,45,DSL,Month-to-month,Yes,Mailed check,52.58,2466.59,Yes
CUST-00644,Female,0,Yes,No,61,DSL,Month-to-month,No,Credit card,82.08,5060.16,Yes
CUST-00645,Male,1,Yes,Yes,62,Fiber optic,Month-to-month,Yes,Credit card,28.2,1748.4,Yes
CUST-00646,Male,0,Yes,No,25,Fiber optic,Month-to-month,No,Credit card,25.34,633.5,Yes
CUST-00647,Female,0,No,Yes,2,Fiber optic,One year,Yes,Mailed check,20.62,66.48,No
CUST-00648,Female,0,Yes,Yes,24,DSL,Two year,Yes,Credit card,111.5,2676.0,No
CUST-00649,Female,1,Yes,Yes,10,No,Two year,No,Bank transfer,49.76,514.1,No
CUST-00650,Male,0,No,Yes,38,DSL,Month-to-month,Yes,Electronic check,85.39,3281.99,Yes
CUST-00651,Female,1,No,No,10,DSL,Month-to-month,No,Credit card,118.9,1189.0,Yes
CUST-00652,Male,1,No,No,66,DSL,Month-to-month,Yes,Electronic check,86.28,5694.48,No
CUST-00653,Female,0,No,Yes,43,DSL,Month-to-month,Yes,Bank transfer,71.56,3096.37,Yes
CUST-00654,Female,0,Yes,No,18,DSL,Two year,No,Electronic check,71.13,1280.34,No
CUST-00655,Female,0,No,Yes,66,DSL,Month-to-month,No,Credit card,56.45,3733.0,No
CUST-00656,Female,0,Yes,No,55,DSL,Month-to-month,Yes,Bank transfer,79.18,4354.9,No
CUST-00657,Female,0,No,Yes,31,Fiber optic,Two year,No,Credit card,115.8,3589.8,No
CUST-00658,Male,0,No,Yes,10,No,Month-to-month,Yes,Bank transfer,98.38,1019.55,No
CUST-00659,Male,0,Yes,Yes,24,DSL,Month-to-month,No,Bank transfer,61.27,1500.78,Yes
CUST-00660,Male,1,Yes,Yes,42,DSL,Month-to-month,No,Credit card,51.91,2180.22,Yes
CUST-00661,Female,1,No,No,55,No,One year,No,Mailed check,108.12,5946.6,No
CUST-00662,Male,0,No,No,18,No,One year,No,Bank transfer,31.85,574.09,No
CUST-00663,Male,0,Yes,No,53,Fiber optic,Month-to-month,No,Mailed check,104.66,5575.03,Yes
CUST-00664,Female,0,Yes,No,20,DSL,Two year,No,Electronic check,44.02,900.66,No
CUST-00665,Female,0,No,Yes,17,Fiber optic,Two year,No,Credit card,90.99,1546.83,Yes
CUST-00666,Female,0,No,No,32,DSL,Two year,No,Mailed check,100.23,3222.25,No
CUST-00667,Female,0,Yes,No,11,DSL,Month-to-month,Yes,Electronic check,66.65,808.27,Yes
CUST-00668,Female,1,No,No,29,Fiber optic,Month-to-month,No,Credit card,37.61,1100.95,Yes
CUST-00669,Male,0,Yes,Yes,25,Fiber optic,Two year,No,Credit card,104.17,2604.25,No
CUST-00670,Female,0,Yes,No,20,Fiber optic,Month-to-month,No,Bank transfer,55.49,1119.96,Yes
CUST-00671,Female,0,Yes,No,55,Fiber optic,One year,Yes,Mailed check,50.71,2891.25,Yes
CUST-00672,Female,0,No,Yes,23,DSL,One year,Yes,Credit card,70.02,1610.46,No
CUST-00673,Male,0,Yes,No,50,DSL,Month-to-month,Yes,Bank transfer,62.38,3120.49,Yes
CUST-00674,Female,0,Yes,No,51,Fiber optic,One year,No,Mailed check,87.67,4471.17,No
CUST-00675,Female,0,Yes,No,47,No,Two year,Yes,Mailed check,31.99,1508.32,No
CUST-00676,Female,0,Yes,No,19,DSL,One year,No,Credit card,62.44,1196.07,No
CUST-00677,Male,0,Yes,Yes,59,Fiber optic,Month-to-month,Yes,Credit card,108.95,6485.05,Yes
CUST-00678,Female,0,No,No,17,DSL,Two year,Yes,Bank transfer,21.68,372.8,No
CUST-00679,Female,0,No,No,19,DSL,Month-to-month,No,Electronic check,64.65,1292.21,Yes
CUST-00680,Female,0,Yes,Yes,62,Fiber optic,One year,Yes,Electronic check,85.37,5292.94,No
CUST-00681,Male,0,No,No,24,DSL,Two year,No,Mailed check,108.55,2605.2,No
CUST-00682,Female,0,No,Yes,50,Fiber optic,One year,Yes,Bank transfer,78.57,3928.5,Yes
CUST-00683,Female,0,Yes,No,3,Fiber optic,Month-to-month,Yes,Credit card,102.1,306.3,No
CUST-00684,Male,0,Yes,Yes,44,DSL,Month-to-month,No,Credit card,40.71,1805.03,Yes
CUST-00685,Female,0,No,Yes,62,DSL,Month-to-month,No,Mailed check,53.99,3450.08,Yes
CUST-00686,Male,1,Yes,Yes,51,DSL,Month-to-month,No,Electronic check,114.1,5842.01,Yes
CUST-00687,Female,1,Yes,Yes,41,No,Month-to-month,Yes,Mailed check,108.37,4477.51,No
CUST-00688,Male,0,Yes,No,61,Fiber optic,One year,No,Electronic check,74.91,4569.51,No
CUST-00689,Female,0,No,Yes,21,Fiber optic,Month-to-month,No,Credit card,66.5,1396.5,Yes
CUST-00690,Female,0,No,No,27,DSL,One year,No,Electronic check,64.01,1777.5,No
CUST-00691,Female,1,Yes,Yes,4,Fiber optic,Two year,Yes,Credit card,24.0,196.43,No
CUST-00692,Female,0,Yes,Yes,50,DSL,Month-to-month,No,Bank transfer,109.02,5525.4,No
CUST-00693,Female,0,No,No,52,Fiber optic,One year,Yes,Electronic check,101.45,5315.66,No
CUST-00694,Male,0,No,Yes,54,Fiber optic,One year,Yes,Bank transfer,64.54,3486.92,No
CUST-00695,Male,1,Yes,Yes,53,Fiber optic,Month-to-month,No,Bank transfer,46.5,2474.99,Yes
CUST-00696,Female,0,Yes,No,9,DSL,Month-to-month,No,Electronic check,52.98,476.82,Yes
CUST-00697,Female,0,Yes,Yes,47,DSL,One year,No,Electronic check,30.56,1436.32,No
CUST-00698,Male,0,Yes,No,54,DSL,Two year,Yes,Mailed check,91.62,4947.48,No
CUST-00699,Male,0,No,No,14,Fiber optic,One year,Yes,Electronic check,74.78,1049.41,Yes
CUST-00700,Female,0,No,No,34,No,Two year,No,Bank transfer,41.88,1423.92,No
CUST-00701,Female,0,No,Yes,65,DSL,Two year,Yes,Bank transfer,81.55,5300.75,No
CUST-00702,Male,1,No,Yes,29,Fiber optic,Month-to-month,No,Electronic check,117.88,3418.52,Yes
CUST-00703,Male,0,No,No,54,Fiber optic,One year,Yes,Electronic check,30.48,1645.92,No
CUST-00704,Male,0,No,No,38,DSL,Month-to-month,No,Bank transfer,64.77,2461.26,Yes
CUST-00705,Female,0,Yes,No,47,DSL,Two year,No,Mailed check,68.4,3214.8,No
CUST-00706,Male,0,Yes,Yes,45,DSL,Month-to-month,No,Mailed check,35.01,1575.45,No
CUST-00707,Female,0,No,No,46,Fiber optic,Month-to-month,Yes,Mailed check,72.22,3322.12,Yes
CUST-00708,Male,0,Yes,No,56,Fiber optic,Two year,No,Electronic check,79.81,4515.69,No
CUST-00709,Male,0,No,No,65,Fiber optic,Month-to-month,Yes,Credit card,34.05,2213.25,Yes
CUST-00710,Female,0,Yes,No,21,No,One year,No,Credit card,33.78,709.38,Yes
CUST-00711,Female,0,Yes,Yes,66,Fiber optic,Month-to-month,No,Bank transfer,105.35,6953.26,Yes
CUST-00712,Female,0,Yes,Yes,45,No,Two year,No,Mailed check,49.76,2244.01,Yes
CUST-00713,Female,0,Yes,Yes,42,Fiber optic,Two year,No,Electronic check,82.29,3476.39,Yes
CUST-00714,Female,0,Yes,No,23,No,Month-to-month,No,Mailed check,81.93,1884.39,Yes
CUST-00715,Female,0,Yes,No,30,No,One year,Yes,Credit card,103.6,3108.0,No
CUST-00716,Female,0,Yes,Yes,46,Fiber optic,Month-to-month,No,Electronic check,93.47,4299.62,Yes
CUST-00717,Male,0,Yes,Yes,26,No,One year,No,Credit card,103.74,2697.24,No
CUST-00718,Male,0,No,Yes,20,No,One year,No,Mailed check,81.77,1712.95,No
CUST-00719,Female,0,Yes,Yes,58,Fiber optic,Two year,Yes,Mailed check,63.84,3702.72,No
CUST-00720,Male,1,No,Yes,29,Fiber optic,Month-to-month,No,Credit card,58.14,1686.06,Yes
CUST-00721,Female,1,Yes,No,46,Fiber optic,Month-to-month,Yes,Credit card,56.66,2730.13,Yes
CUST-00722,Female,0,No,No,2,No,One year,Yes,Credit card,60.68,121.36,No
CUST-00723,Male,0,No,Yes,5,Fiber optic,One year,No,Mailed check,31.19,183.76,Yes
CUST-00724,Female,0,No,Yes,61,No,Month-to-month,Yes,Bank transfer,61.24,3767.96,No
CUST-00725,Male,0,No,Yes,10,Fiber optic,Month-to-month,Yes,Mailed check,57.72,613.77,Yes
CUST-00726,Female,0,Yes,Yes,57,No,Month-to-month,No,Electronic check,21.53,1241.68,No
CUST-00727,Male,0,No,Yes,64,DSL,Two year,Yes,Mailed check,46.06,2957.53,No
CUST-00728,Male,0,Yes,Yes,34,Fiber optic,Month-to-month,No,Electronic check,94.69,3224.48,Yes
CUST-00729,Female,0,No,Yes,63,Fiber optic,Month-to-month,No,Electronic check,76.95,4847.85,Yes
CUST-00730,Female,0,Yes,Yes,30,No,Two year,Yes,Bank transfer,100.23,3023.18,No
CUST-00731,Male,0,Yes,No,68,No,Month-to-month,No,Bank transfer,73.35,5089.23,Yes
CUST-00732,Female,0,No,Yes,17,Fiber optic,One year,Yes,Mailed check,105.12,1847.57,Yes
CUST-00733,Female,0,No,Yes,30,Fiber optic,Month-to-month,No,Bank transfer,99.2,2991.2,Yes
CUST-00734,Male,0,No,Yes,28,DSL,Two year,Yes,Credit card,28.03,827.63,No
CUST-00735,Female,0,No,Yes,56,No,One year,No,Credit card,117.65,6588.4,No
CUST-00736,Female,0,No,No,3,DSL,Two year,No,Bank transfer,19.5,58.5,No
CUST-00737,Male,0,No,Yes,59,Fiber optic,Month-to-month,Yes,Electronic check,78.88,4701.31,No
CUST-00738,Female,1,No,Yes,1,Fiber optic,Month-to-month,No,Bank transfer,98.84,173.2,Yes
CUST-00739,Female,0,Yes,No,22,Fiber optic,One year,No,Electronic check,51.85,1140.7,Yes
CUST-00740,Female,0,No,Yes,42,DSL,Month-to-month,No,Electronic check,79.05,3320.1,No
CUST-00741,Female,0,No,Yes,10,DSL,Month-to-month,Yes,Mailed check,54.94,658.47,Yes
CUST-00742,Female,0,No,Yes,35,No,Month-to-month,Yes,Mailed check,24.18,851.11,Yes
CUST-00743,Male,0,No,Yes,71,Fiber optic,Two year,No,Electronic check,18.86,1430.23,No
CUST-00744,Female,0,No,No,59,DSL,One year,Yes,Electronic check,27.68,1643.46,No
CUST-00745,Male,0,No,No,2,Fiber optic,One year,Yes,Credit card,28.04,68.39,No
CUST-00746,Female,1,Yes,Yes,42,DSL,One year,Yes,Bank transfer,80.31,3373.02,No
CUST-00747,Male,1,No,Yes,43,No,Month-to-month,Yes,Bank transfer,71.64,3127.65,No
CUST-00748,Male,0,No,Yes,4,DSL,Month-to-month,Yes,Electronic check,64.46,325.73,Yes
CUST-00749,Male,0,No,No,46,DSL,Month-to-month,Yes,Credit card,88.58,4074.68,Yes
CUST-00750,Female,0,No,No,37,DSL,One year,No,Mailed check,19.72,729.64,No
CUST-00751,Male,0,No,Yes,49,Fiber optic,Month-to-month,No,Bank transfer,45.64,2282.11,Yes
CUST-00752,Male,1,Yes,No,21,Fiber optic,Two year,No,Mailed check,97.29,2043.09,Yes
CUST-00753,Female,0,No,Yes,18,Fiber optic,Two year,Yes,Electronic check,110.82,1994.76,No
CUST-00754,Female,0,No,No,52,Fiber optic,Month-to-month,No,Mailed check,62.71,3311.4,Yes
CUST-00755,Male,1,No,Yes,51,DSL,One year,No,Electronic check,26.31,1396.98,No
CUST-00756,Female,0,No,Yes,11,DSL,Month-to-month,No,Credit card,99.47,1094.17,Yes
CUST-00757,Male,0,No,No,15,DSL,Two year,No,Mailed check,108.29,1634.97,Yes
CUST-00758,Male,0,No,No,42,No,Two year,Yes,Credit card,60.19,2527.98,No
CUST-00759,Female,0,Yes,Yes,59,DSL,Two year,No,Credit card,42.82,2526.38,No
CUST-00760,Male,1,No,No,14,No,Month-to-month,No,Electronic check,22.49,321.07,No
CUST-00761,Female,1,No,Yes,15,DSL,Month-to-month,Yes,Mailed check,78.29,1175.92,Yes
CUST-00762,Female,0,No,Yes,58,DSL,Month-to-month,Yes,Electronic check,110.81,6426.98,Yes
CUST-00763,Female,0,Yes,No,50,DSL,Month-to-month,Yes,Electronic check,87.14,4357.0,Yes
CUST-00764,Male,0,No,No,64,DSL,Month-to-month,Yes,Credit card,50.36,3223.04,Yes
CUST-00765,Female,0,Yes,Yes,56,Fiber optic,Month-to-month,No,Bank transfer,83.57,4702.67,Yes
CUST-00766,Female,0,Yes,No,68,Fiber optic,Two year,No,Mailed check,102.87,6995.16,No
CUST-00767,Male,0,Yes,No,13,DSL,Month-to-month,No,Electronic check,66.53,864.89,Yes
CUST-00768,Male,0,No,Yes,19,Fiber optic,Month-to-month,No,Bank transfer,101.61,1930.59,Yes
CUST-00769,Male,0,Yes,No,17,Fiber optic,Two year,Yes,Bank transfer,57.97,1006.44,No
CUST-00770,Female,0,Yes,Yes,3,No,One year,Yes,Electronic check,53.55,160.65,No
CUST-00771,Female,1,Yes,No,56,No,One year,No,Electronic check,77.46,4339.35,No
CUST-00772,Male,0,No,Yes,47,Fiber optic,One year,No,Mailed check,65.4,3155.78,No
CUST-00773,Female,0,Yes,Yes,6,No,Two year,Yes,Bank transfer,117.67,789.69,No
CUST-00774,Female,0,No,Yes,14,Fiber optic,One year,No,Credit card,70.67,989.38,Yes
CUST-00775,Female,0,Yes,Yes,13,Fiber optic,Month-to-month,Yes,Mailed check,57.29,759.69,Yes
CUST-00776,Male,0,No,Yes,29,Fiber optic,One year,No,Electronic check,58.28,1690.12,Yes
CUST-00777,Male,0,No,No,32,DSL,Month-to-month,Yes,Credit card,73.89,2364.48,No
CUST-00778,Male,0,Yes,Yes,20,Fiber optic,Month-to-month,Yes,Mailed check,54.2,1084.0,Yes
CUST-00779,Female,0,No,Yes,66,No,Month-to-month,Yes,Bank transfer,91.74,6116.25,No
CUST-00780,Female,0,Yes,Yes,15,DSL,Month-to-month,No,Electronic check,56.83,882.43,Yes
CUST-00781,Female,0,No,Yes,40,No,One year,Yes,Electronic check,57.18,2287.2,No
CUST-00782,Male,1,No,Yes,31,No,Month-to-month,Yes,Electronic check,80.93,2544.08,No
CUST-00783,Male,0,Yes,No,27,DSL,Month-to-month,No,Credit card,24.21,653.67,Yes
CUST-00784,Male,0,Yes,Yes,59,Fiber optic,Month-to-month,No,Electronic check,84.85,5006.15,Yes
CUST-00785,Female,0,Yes,No,70,No,Two year,Yes,Credit card,69.51,4865.7,No
CUST-00786,Male,0,Yes,No,0,No,Month-to-month,No,Credit card,64.21,3.92,Yes
CUST-00787,Female,0,No,Yes,33,DSL,One year,No,Bank transfer,91.36,3014.88,No
CUST-00788,Female,0,Yes,No,8,DSL,Two year,Yes,Credit card,95.34,762.72,No
CUST-00789,Male,0,Yes,Yes,31,Fiber optic,Month-to-month,No,Credit card,104.32,3233.92,Yes
CUST-00790,Male,0,Yes,No,44,DSL,One year,Yes,Bank transfer,56.23,2475.24,No
CUST-00791,Male,0,No,No,29,DSL,Month-to-month,No,Credit card,51.36,1516.45,Yes
CUST-00792,Female,0,No,No,22,DSL,Month-to-month,Yes,Bank transfer,90.86,2006.39,Yes
CUST-00793,Female,0,No,No,22,DSL,One year,Yes,Electronic check,77.34,1701.48,No
CUST-00794,Male,0,Yes,Yes,21,Fiber optic,Two year,No,Electronic check,82.44,1751.33,No
CUST-00795,Male,0,No,Yes,23,Fiber optic,Month-to-month,No,Mailed check,74.66,1758.49,Yes
CUST-00796,Female,0,No,No,26,Fiber optic,One year,No,Mailed check,96.81,2517.06,No
CUST-00797,Male,0,Yes,Yes,49,Fiber optic,Month-to-month,Yes,Mailed check,37.38,1831.62,Yes
CUST-00798,Male,0,No,No,6,Fiber optic,One year,No,Electronic check,74.68,506.18,Yes
CUST-00799,Male,0,Yes,Yes,2,DSL,One year,No,Bank transfer,34.13,68.26,No
CUST-00800,Male,0,No,Yes,37,DSL,One year,No,Mailed check,59.54,2293.22,No
CUST-00801,Male,0,No,Yes,49,DSL,One year,Yes,Credit card,85.73,4200.77,No
CUST-00802,Female,0,No,No,18,DSL,Month-to-month,No,Credit card,68.29,1229.22,Yes
CUST-00803,Female,0,Yes,Yes,14,DSL,One year,No,Bank transfer,56.72,794.08,No
CUST-00804,Female,0,No,Yes,44,DSL,One year,Yes,Credit card,108.27,4873.28,No
CUST-00805,Female,0,No,No,27,DSL,One year,Yes,Mailed check,96.83,2614.41,No
CUST-00806,Female,0,Yes,Yes,52,Fiber optic,Month-to-month,No,Credit card,71.68,3727.36,Yes
CUST-00807,Male,1,No,Yes,10,Fiber optic,Month-to-month,No,Credit card,114.91,1149.1,Yes
CUST-00808,Male,0,Yes,Yes,8,No,Month-to-month,Yes,Electronic check,61.29,495.1,Yes
CUST-00809,Female,0,Yes,Yes,39,Fiber optic,Month-to-month,Yes,Bank transfer,98.38,3836.82,Yes
CUST-00810,Male,0,No,Yes,28,Fiber optic,Month-to-month,No,Mailed check,35.13,983.64,Yes
CUST-00811,Female,0,Yes,No,52,DSL,Month-to-month,Yes,Mailed check,47.15,2451.8,No
CUST-00812,Female,0,Yes,Yes,36,Fiber optic,One year,Yes,Mailed check,52.48,1892.14,Yes
CUST-00813,Male,0,Yes,Yes,25,DSL,Month-to-month,No,Credit card,28.79,720.64,No
CUST-00814,Female,0,No,Yes,11,Fiber optic,Two year,No,Credit card,69.18,812.91,No
CUST-00815,Female,0,Yes,Yes,11,Fiber optic,Month-to-month,Yes,Mailed check,37.61,479.16,Yes
